Divison,Police Station,Date of Occurrence of the Mugging Incident  (YY/MM/DD),Time of Occurrence,Month,Day,Time,Place of Occurrence of the mugging incident,The way in which mugging was done and property looted,Type of Place,Latitude,Longitute,Date of Report,Victim's Gender,Victim's AGE ,"Type of the 
Vehicle used by the assailants
( 2/3/4 wheeler/Walk)",Vehicle model as identified by the Victim,Vehicle Colour as reported by the victim,Vehicle Number as reported by the victim,Whether CC TV Footage is available ? (Yes/No),Whether the accused was wearing a Helmet or not (Yes/No),Whether the FIR has been Detected/ Undetected ?,,,
SOUTH EAST,HSR Layout,06.02.2015,21:30:00,February,Friday,21:00-00:00,"I/F #NO.2336, 17th cross, 24th main, sector 1, HSR layout, Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,12.917534,77.650457,06.02.2015,Female,33,By Walk,No,No,No,NO,NO,Detected,,,
SOUTH EAST,HSR Layout,26.02.2015,20:30:00,February,Thursday,18:00-21:00,"22 ND MAIN ROAD HSR LAYOUT, SECTRO 2, Bengaluru",Snatching while on the move (Accused on bike) from back,In-front of Victims house,12.908056,77.649275,26.02.2015,Female,42,2 Wheeler,No,No,No,NO,NO,Detected,,,
SOUTH EAST,HSR Layout,22.05.2015,19:00:00,MAY,Friday,18:00-21:00,"15th D Main 15th B Cross HSR Layout, Sector 4, Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,12.913594,77.626883,22.05.2015,Female,58,2 Wheeler,No,No,No,NO,NO,Undetected,,,
SOUTH EAST,HSR Layout,23.05.2015,07:45:00,MAY,Saturday,06:00-09:00,"NO.102,103 4th Cross Someshwara Layout Sarjapur, Road
Kannalli, Bengaluru",Snatching while on the move (Accused on bike) from back,In-front of Victims house,12.907279,77.695167,23.05.2015,Female,56,2 Wheeler,NO,NO,NO,NO,NO,Detected,,,
SOUTH EAST,HSR Layout,16.06.2015,18:55:00,June,Tuesday,18:00-21:00,13TH CROSS 19TH MAIN ROAD HSR LAYOUT,Snatching by walk & escaping with bike,"Near a Park, Walking route",12.915836,77.643446,16.06.2015,Female,53,2 Wheeler,NO,NO,NO,NO,NO,Detected,,,
SOUTH EAST,Hulimavu,06.08.2014,10:30:00,August,Wednesday,09:00-12:00,3rd Cross road 3rd Main road,Snatching while on the move (Accused on bike) from back,On Side Road,12.531864,77.350848,06.08.2014,Female,65,2 Wheeler,NO,NO,NO,NO,Yes,detected,,,
SOUTH EAST,Hulimavu,14.08.2014,16:15:00,August,Thursday,15:00-18:00,IN BETWEEN KEMBATHA HALLI TO JAMBOOSAVARI DINNE,Snatching while on the move (Accused on bike) from back,On Side Road,12.512567,77.34482,15.08.2014,Female,58,2 Wheeler,No,No,No,NO,Yes,Undetected,,,
SOUTH EAST,Hulimavu,27.08.2014,16:90:00,August,Wednesday,15:00-18:00,"IN FRONT OF HOUSE NO-181, 1ST CROSS",Snatching while on the move (Accused on bike) from front,On Side Road,12.53086,77.350114,27.08.2014,Male,29,2 Wheeler,HONDA ACTIVA ,Red,No,NO,Yes,Undetected,,,
SOUTH EAST,Hulimavu,28.08.2014,15:20:00,August,Thursday,15:00-18:00,"IN FRONT OF HOUSE NO-55, 4TH  CROSS",Snatching while on the move (Accused on bike) from front,On Side Road,12.530111,77.350619,28.08.2014,Female,48,2 Wheeler,No,No,No,NO,Yes,Undetected,,,
SOUTH EAST,Hulimavu,04.12.2014,14:30:00,December,Thursday,12:00-15:00,"IN THE STAIR CASE, 1ST FLOOR,1ST MAIN ROAD",Snatching while on the move (Accused on bike) from front,In-front of Victims house,12.530267,77.352583,04.12.2014,Female,70,2 Wheeler,No,No,No,NO,Yes,Undetected,,,
SOUTH EAST,Hulimavu,16.04.2015,13:00:00,April,Thursday,15:00-18:00,"Near 8th Cross Road, Weavers Colony, Gottigere Post,
 B.G Road, Bengaluru",Snatching while on the move (Accused on bike) from front,On Side Road,12.504803,77.353933,16.04.2015,Female,32,2 Wheeler,No,No,No,NO,Yes,Undetected,,,
SOUTH EAST,Hulimavu,06.08.2014,10:30:00,August,Wednesday,09:00-12:00,3rd Cross road 3rd Main road,Snatching by walk & escaping with bike,On Side Road,12.531864,77.350848,06.08.2014,Female,65,2 Wheeler,No,No,No,NO,Yes,detected,,,
SOUTH EAST,Hulimavu,14.08.2014,16:15:00,August,Thursday,15:00-18:00,IN BETWEEN KEMBATHA HALLI TO JAMBOOSAVARI DINNE,Snatching by walk & escaping with bike,On Side Road,12.512567,77.34482,15.08.2014,Female,58,2 Wheeler,No,No,No,NO,Yes,Undetected,,,
SOUTH EAST,Hulimavu,27.08.2014,16:90:00,August,Wednesday,15:00-18:00,"IN FRONT OF HOUSE NO-181, 1ST CROSS",Snatching while on the move (Accused on bike) from back,On Side Road,12.53086,77.350114,27.08.2014,Male,29,2 Wheeler,HONDA ACTIVA ,Red,No,NO,Yes,Undetected,,,
SOUTH EAST,Hulimavu,28.08.2014,15:20:00,August,Thursday,15:00-18:00,"IN FRONT OF HOUSE NO-55, 4TH  CROSS",Snatching by walk & escaping with bike,On Side Road,12.530111,77.350619,28.08.2014,Female,48,2 Wheeler,No,No,No,NO,Yes,Undetected,,,
SOUTH EAST,Hulimavu,04.12.2014,14:30:00,December,Thursday,12:00-15:00,"IN THE STAIR CASE, 1ST FLOOR,1ST MAIN ROAD",Snatching by walk & escaping with bike,In-front of Victims house,12.530267,77.352583,04.12.2014,Female,70,2 Wheeler,No,No,No,NO,Yes,Undetected,,,
SOUTH EAST,Hulimavu,16.04.2015,13:00:00,April,Thursday,15:00-18:00,"Near 8th Cross Road, Weavers Colony, Gottigere Post,
 B.G Road, Bengaluru",Snatching by walk & escaping with bike,On Side Road,12.504803,77.353933,16.04.2015,Female,32,2 Wheeler,No,No,No,NO,Yes,Undetected,,,
SOUTH EAST,Kadugodi ,13.08.2014,14:15:00,August,Wednesday,12:00-15:00,INFRONT OF SYCON MAITHRI APARTMENT,Snatching while on the move (Accused on bike) from back,On Side Road,13.011006,77.452641,13.08.2014,Female,40,2 Wheeler,Bajaj Pulsar,Black,No,NO,NO,Undetected,,,
SOUTH EAST,Kadugodi,04.03.2015,21:30:00,March,Wednesday,21:00-00:00,"I/F House Kannamangala, Kadugodi, Bengaluru",Snatching while on the move (Accused on bike) from back,In-front of Victims house,13.027844,77.7699844,05.03.2015,Female,19,By Walk,No,No,No,NO,NO,detected,,,
SOUTH EAST,Kadugodi,03.05.2015,17:15:00,MAY,Sunday,15:00-18:00,"BELATHURU BUS STOP, KADUGODI, Bengaluru city",Snatching while on the move (Accused on bike) from back,On Side Road,13.00427096,77.756953,03.05.2015,Male,32,2 Wheeler,No,No,No,NO,NO ,detected,,,
SOUTH EAST,Koramangala,26.06.2014,06:00:00,June ,Thursday,06:00-09:00,OPP AERO FITNESS  GYM  NEAR JOTHI NIVAS COLLEGE,By other techniques ,On Side Road,12.581713,77.382431,26.06.2014,Female,28,2 Wheeler,Bajaj Pulsar,Black,KA 03 EX 3053,NO,NO,Detected,,,
SOUTH EAST,Koramangala,05.08.2014,06:30:00,August,Tuesday,06:00-09:00,"INFRONT OF HOUSENO..186, 2NDCROSS JAKKASANDRA EXT",Snatching while on the move (Accused on bike) from back,In-front of Victims house,12.55317,77.375785,05.08.2014,FeMale,35,2 Wheeler,No,No,No,NO,NO,Undetected,,,
SOUTH EAST,Koramangala,10.08.2014,07:15:00,August,Sunday,15:00-18:00,"Narayana  School, 8TH Black  Koramangala Bangalore ",By other techniques ,On Side Road,12.563297,77.365316,10.08.2014,Male,30,By Walk,No,No,No,NO,NO,detected,,,
SOUTH EAST,Koramangala,30.08.2014,07:00:00,August,Saturday,06:00-09:00,NEAR ROAD CROWN CYPRESS APARTMENT 6TH MAIN,Snatching while on the move (Accused on bike) from back,On Side Road,12.552355,77.38639,30.08.2014,Female,62,2 Wheeler,Bajaj Pulsar,BLACK,No,NO,NO,detected,,,
SOUTH EAST,Koramangala,22.09.2014,17:10:00,September,Monday,15:00-18:00,"Infront Of House NO. 519, 8th B Main road",Snatching while on the move (Accused on bike) from back,In-front of Victims house,12.555412,77.374051,22.09.2014,Female,35,2 Wheeler,BAJAJ PULSAR,BLACK,No,NO,NO,detected,,,
SOUTH EAST,Koramangala,19.10.2014,23:00:00,October,Sunday,21:00-00:00,NEAR WIFI OFFICE 80 FEET ROAD,Snatching while on the move (Accused on bike) from back,On Side Road,12.563021,77.372383,19.10.2014,Female,23,By Walk,No,No,No,NO,NO,Undetected,,,
SOUTH EAST,Koramangala,08.11.2014,19:45:00,NOvember,Saturday,18:00-21:00,"Near A taste Of Rampur"" Restaurent 5th Black ",Snatching while on the move (Accused on bike) from back,On Side Road,12.56212,77.374016,08.11.2014,Female,28,2 Wheeler,No,No,No,NO,NO,Detected,,,
SOUTH EAST,Koramangala,12.11.2014,16:10:00,NOvember,Wednesday,15:00-18:00,Total Phyio Care Clinic 3rd cross 18th B main,Snatching while on the move (Accused on bike) from back,On Side Road,12.561623,77.37151,12.11.2014,Female,55,2 Wheeler,BAJAJ PULSAR,BLACK,No,Yes,NO,Undetected,,,
SOUTH EAST,Koramangala,29.11.2014,22:00:00,NOvember,Saturday,21:00-00:00,"NEAR HOUSE NO 474, 1ST A CROSS 12TH MAIN ,",Snatching while on the move (Accused on bike) from back,In-front of Victims house,12.555937,77.374066,15.11.2014,Female,60,2 Wheeler,BAJAJ PULSAR,BLACK,No,NO,NO,Undetected,,,
SOUTH EAST,Koramangala,14.11.2014,11:05:00,NOvember,Friday,09:00-12:00,Near Manasa Hotel  IInd B Cross,Snatching while on the move (Accused on bike) from front,On Side Road,12.562929,77.37412,14.11.2014,Female,55,2 Wheeler,BAJAJ PULSAR,BLACK,No,NO,NO,Detected,,,
SOUTH EAST,Koramangala,19.01.2015,15:30:00,January,Monday,15:00-18:00,"I/F house NO 47 IInd main IInd cross, Ist Black  Koramangala, Bengaluru.",Snatching while on the move (Accused on bike) from front,On Side Road,12.552358,77.3827,19.01.2015,Female,55,2 Wheeler,Bajaj Caliber,BLACK,No,NO,NO,Detected,,,
SOUTH EAST,Koramangala,18.04.2015,07:15:00,April,Saturday,06:00-09:00,"16th B Main Road, 4th Black  Koramangala, Bengaluru",Snatching while on the move (Accused on bike) from front,On Side Road,12.56746,77.373493,18.04.2015,Female,50,2 Wheeler,BAJAJ PULSAR,BLACK,No,NO,NO,Detected,,,
SOUTH EAST,Koramangala,23.05.2015,05:30:00,MAY,Saturday,03:00-06:00,"I/F House NO 237, 3rd Cross 1st Main, Jakkasandra Extention 1st Black  Koramangala, Bengaluru",Snatching while on the move (Accused on bike) from front,On Side Road,12.553727,77.381811,23.05.2015,Female,60,2 Wheeler,BAJAJ PULSAR,BLACK,No,NO,NO,Undetected,,,
SOUTH EAST,Madivala,14.06.2014,06:00:00,June,Saturday,06:00-09:00,"Near NO 12 Sri Ranga 4th A Cross 30th Main BTM, layout 2nd Stage, Bangalore",Snatching while on the move (Accused on bike) from back,On Side Road,12.91171527,77.61472134,14.06.2014,Female,51,2 Wheeler,No,No,No,NO,NO,Undetected,,,
SOUTH EAST,Madivala,22.06.2014, 09:10:00,June,Sunday,09:00-12:00,"Near # 417 24th cross 11th main 7th Sector, HSR Layout, Bangalore",Snatching while on the move (Accused on bike) from back,On Side Road,12.91136384,77.63078204,22.06.2014,Female,42,2 Wheeler,Bajaj pulsar,RED,No,NO,NO,Undetected,,,
SOUTH EAST,Madivala,15.07.2014,22:30:00,JULY,Tuesday,06:00-09:00,"Sri Mahalakshmi Store, #166/50, 13th Cross, Venkatapura, Bangalore",By other techniques ,On Side Road,12.9194196,77.63282518,15.07.2014,Male,38,2 Wheeler,No,No,No,NO,NO,Undetected,,,
SOUTH EAST,Madivala,25.07.2014,07:45:00,JULY,Friday,06:00-09:00,"Near One Appartment, Roopenagarahara, Bangalore",Snatching while on the move (Accused on bike) from back,On Side Road,12.91142184,77.62586537,25.07.2014,Female,52,2 Wheeler,No,BLACK,No,NO,NO,Undetected,,,
SOUTH EAST,Madivala,26.07.2014,06:00:00,JULY,Saturday,06:00-09:00,"I/F #276, Hongasandra Main Road, Garvebhavi Palya, Bangalore",Accused was on foot,On Side Road,12.89581439,77.63449406,26.07.2014,Female,52,2 Wheeler,No,BLACK,No,NO,NO,DETECTED,,,
SOUTH EAST,Madivala,02.09.2014,18:45:00,September,Tuesday,18:00-21:00,"I/F H.NO-111, 6th Cross, 29th Main, BTM 2nd Stage, Bangalore city",Accused was on foot,On Side Road,12.91004226,77.61470988,02.09.2014,Female,35,2 Wheeler,No,No,No,NO,NO,detected,,,
SOUTH EAST,Madivala,05.09.2014,19:10:00,September,Friday,18:00-21:00,"I/F H.NO-77, Garvebhavi Palya Main Road,, Hosur Road, Bangalore city",Attention diversion by indulging in small talk,On Side Road,12.89624447,77.63661991,05.09.2014,Female,58,2 Wheeler,Bajaj Pulsar,BLACK,No,NO,NO,detected,,,
SOUTH EAST,Madivala,11.10.2014,18:00:00,October,Saturday,18:00-21:00,"I/F H.NO-58, Shanti Nilaya, 8th Main, Masque Road, Bommanahalli,Bangalore",Snatching while on the move (Accused on bike) from back,On Side Road,12.90794536,77.63563931,11.10.2014,Female,42,2 Wheeler,No,No,No,NO,NO,detected,,,
SOUTH EAST,Madivala,16.10.2014,15:10:00,October,Thursday,15:00-18:00,"6th Cross, HSR Lyt 5th Sector, Bangalore",Snatching while on the move (Accused on bike) from back,On Side Road,12.9163311,77.63382466,16.10.2014,Female,29,2 Wheeler,Bajaj Pulsar,BLACK,No,NO,NO,Undetected,,,
SOUTH EAST,Madivala,16.11.2014,13:45:00,NOvember,Wednesday,12:00-15:00,"I/F NO-191, 13th C Cross, 6th Main, Teachers Colony, Koramangla, 1st Black ,Bangalore",Snatching while on the move (Accused on bike) from back,On Side Road,12.9182942,77.63376069,16.11.2014,Female,53,2 Wheeler,No,No,No,NO,NO,Undetected,,,
SOUTH EAST,Madivala,03.11.2014,02:10:00,December,Monday,00:00-03:00,"I/F H.NO-71/8, Near BDA Park, 10th Cross,, Rajeev Ghandi Nagar, HSR
Layout, Bangalore",Snatching while on the move (Accused on bike) from back,On Side Road,12.90940409,77.63055387,03.11.2014,Female,33,2 Wheeler,No,No,No,NO,NO,Undetected,,,
SOUTH EAST,Madivala,04.12.2014,18:45:00,December,Thursday,18:00-21:00,"Near #6, 246/A, 36th Main, 4th Cross, Dollars Colony, BTM 1st Stage, Bangalore",Snatching by walk & escaping with bike,On Side Road,12.91892968,77.62016689,04.12.2014,Female,49,2 Wheeler,No,No,No,NO,NO,Undetected,,,
SOUTH EAST,Madivala,25.12.2014,13:00:00,December,Thursday,12:00-15:00,"2NDCROSS, MOTHERR TERESA PUBLIC SCHOOL ROAD,, SRIRAMNAGA,
GARVEBAVIPALYA, Bangalore",Snatching while on the move (Accused on bike) from back,On Side Road,12.89356836,77.63362679,25.12.2014,Female,58,2 Wheeler,No,No,No,NO,NO,Undetected,,,
SOUTH EAST,Madivala,23.12.2014,19:01:00,December,Tuesday,18:00-21:00,"Near Aranya Bar & Restaurant, Aranya Service road, Teachers Colony, Bangalore",Snatching while on the move (Accused on bike) from back,On Side Road,12.91988147,77.63530122,23.12.2014,Female,30,2 Wheeler,Bajaj Pulsar,BLACK,No,NO,NO,Undetected,,,
SOUTH EAST,Madivala,26.12.2014,12:00:00,December,Friday,12:00-15:00,"NO-37 8 Th D Cross Venkatapura, Koramangala 1st Black , Bangalore",Snatching by walk & escaping with bike,On Side Road,12.91742078,77.62984798,26.12.2014,Male,35,2 Wheeler,Bajaj Pulsar,No,No,NO,NO,Undetected,,,
SOUTH EAST,Madivala,02.01.2015,08:30:00,February,Thursday,06:00-09:00,"I/F NO-232, 2nd floor, 16th cross, 9th main, 6th Sector, HSR Layout,
Bangalore",Snatching while on the move (Accused on bike) from front,On Side Road,12.9112875,77.63522772,02.01.2015,Female,51,2 Wheeler,No,No,No,NO,NO,Undetected,,,
SOUTH EAST,Madivala,14.02.2015,20:20:00,February,Saturday,18:00-21:00,"Near #99, 36th Main, 3rd Cross, K.A.S. Layout, BTM 2ND Stage, Bengaluru",Snatching while on the move (Accused on bike) from front,On Side Road,12.9146706,77.6198453,14.02.2015,Male,47,2 Wheeler,NO,NO,NO,NO,NO,Undetected,,,
SOUTH EAST,Madivala,20.03.2015,09:30:00,March,Friday,06:00-09:00,"I/F Building NO. 97, 4th Cross, 2nd Black , Koramangala, Bengaluru",Snatching by walk & escaping with bike,On Side Road,12.92203733,77.6346755,20.03.2015,Female,35,2 Wheeler,Bajaj pulsar,NO,NO,NO,NO,Undetected,,,
SOUTH EAST,Madivala,04.08.2014,16:30:00,August,Monday,15:00-18:00,"# 26, 7th A Cross, Jakkasandra, Bengaluru",Snatching while on the move (Accused on bike) from front,On Side Road,12.92329181,77.63813206,21.03.2015,Female,40,2 Wheeler,Bajaj pulsar,BLUE,NO,NO,NO,Undetected,,,
SOUTH EAST,Madivala,03.04.2015,12:45:00,March,Wednesday,12:00-15:00,"I/F NO-768, First floor, 24th cross, 7th Sector, HSR Lay out, Bengaluru",Snatching by walk & escaping with bike,On Side Road,12.90862591,77.63595155,03.04.2015,Female,29,2 Wheeler,NO,NO,NO,NO,NO,Undetected,,,
SOUTH EAST,Madivala,04.04.2015,08:45:00,April,Saturday,06:00-09:00,"I/F NO-1637, Suprabha, 19th cross, 4th main, 7th sector, HSR Layout,
Bengaluru",Snatching while on the move (Accused on bike) from front,On Side Road,12.91428218,77.63132259,04.04.2015,Female,72,2 Wheeler,NO,NO,NO,NO,NO,Undetected,,,
SOUTH EAST,Madivala,04.05.2015,13:00:00,April,Sunday,12:00-15:00,"I/F NO-566, 2nd Main, Teachers Colony, Koramangala, Bengaluru",Snatching by walk & escaping with bike,On Side Road,12.91801419,77.63011535,04.05.2015,Female,73,2 Wheeler,NO,BLACK,NO,NO,NO,Undetected,,,
SOUTH EAST,Madivala,21.05.2015,06:00:00,MAY,Thursday,06:00-09:00,"I/F NO-10, Shankarnag Road, 10th Cross, Virat Nagar, Bommanahalli,
Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,12.90653527,77.62284858,09.05.2015,Female,60,2 Wheeler,NO,NO,NO,NO,NO,Undetected,,,
SOUTH EAST,Madivala,21.05.2015,19:45:00,MAY,Thursday,06:00-09:00,"Church gate, Chekpost, , Bengaluru",Snatching by walk & escaping with bike,On Side Road,12.93047922,77.61456782,21.05.2015,Female,21,2 Wheeler,Hero Honda Splender,NO,NO,NO,NO,DETECTED,,,
SOUTH EAST,Madivala,06.05.2015,13:30:00,MAY,Friday,12:00-15:00,"I/F Shahi Garments, Kodichikkanahalli, Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,12.89842573,77.62098322,06.05.2015,Female,33,2 Wheeler,NO,NO,NO,NO,NO,Undetected,,,
SOUTH EAST,Madivala,29.05.2015,01:15:00,MAY,Friday,06:00-09:00," NO-16, 1st cross road, infront Raja scooter garage, Cashier lay out, Madivala,Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,12.92609149,77.61667254,29.05.2015,Female,62,2 Wheeler,NO,NO,NO,NO,NO,detected,,,
SOUTH EAST,Mico Layout,15.07.2014,06:20:00,JULY,Tuesday,06:00-09:00,Near Bharat Computer game 2nd cross 2nd main,Snatching while on the move (Accused on bike) from back,On Side Road,12.91590291,77.60107649,15.07.2014,Female,55,2 Wheeler,NO,Black,NO,NO,NO,Undetected,,,
SOUTH EAST,Mico Layout,01.08.2014,12:00:15,August,Friday,12:00-15:00,Junction of 2nd main and 8th cross,Snatching while on the move (Accused on bike) from back,On Side Road,12.9129904,77.60442221,01.08.2014,Female,65,2 Wheeler,NO,White,NO,NO,NO,Undetected,-,-,
SOUTH EAST,Mico Layout,04.08.2014,15:00:00,August,Monday,15:00-18:00,Near NO 19/20 16th Main 1st Cross Mahadeshwara lyt,Snatching by walk & escaping with bike,On Side Road,12.91596144,77.61056683,04.08.2014,Female,56,2 Wheeler,NO,Black,NO,NO,NO,Undetected,-,-,
SOUTH EAST,Mico Layout,27.08.2014,14:15:00,August,Wednesday,12:00-15:00,Infront of # 472 6th Main 8th Cross Mico layout,Snatching while on the move (Accused on bike) from front,On Side Road,12.91449951,77.60450489,27.08.2014,Female,50,2 Wheeler,NO,Black,NO,NO,NO,Undetected,,,
SOUTH EAST,Mico Layout,28.08.2014,18:50:00,August,Thursday,15:00-18:00,"Near NO 126/1, 6th Cross 12th Main BTM Layout",Snatching while on the move (Accused on bike) from back,On Side Road,12.91504876,77.60805946,28.08.2014,Female,49,2 Wheeler,NO,Black,NO,NO,NO,Undetected,,,
SOUTH EAST,Mico Layout,10.09.2014,14:30:00,September,Wednesday,12:00-15:00,25th Main 5th cross BTM Layout,Snatching while on the move (Accused on bike) from back,On Side Road,12.91053724,77.60918889,10.09.2014,Male,55,2 Wheeler,NO,Black,NO,NO,NO,Undetected,,,
SOUTH EAST,Mico Layout,10.09.2014,15:05:00,September,Wednesday,15:00-18:00,Infront of # 1161 8th Cross 13th Main,Snatching while on the move (Accused on bike) from back,In-front of Victims house,12.91851465,77.60785087,10.09.2014,Male,50,2 Wheeler,NO,Red,NO,NO,NO,Undetected,,,
SOUTH EAST,Mico Layout,09.10.2014,16:30:00,October,Thursday,15:00-18:00,OPP AYYAPPA TEMPLE  4TH MAIN  6TH CROSS,Snatching while on the move (Accused on bike) from back,On Side Road,12.89608369,77.60847061,09.10.2014,Female,56,2 Wheeler,NO,Black,NO,NO,NO,Undetected,,, 
SOUTH EAST,Mico Layout,03.11.2014,17:45:00,NOvember,Monday,15:00-18:00,"In front Of NO 1401, 9th Cross 13th Main Road,",Snatching while on the move (Accused on bike) from back,On Side Road,12.91504866,77.60805953,03.11.2014,Female,50,2 Wheeler,NO,Black,NO,NO,NO,Detected,,,
SOUTH EAST,Mico Layout,17.11.2014,12:45:00,NOvember,Monday,12:00-15:00,Near dead end of 12th Main BTM Layout,Snatching while on the move (Accused on bike) from back,On Side Road,12.91504876,77.60805946,17.11.2014,Male,58,2 Wheeler,NO,Black,NO,NO,NO,Undetected,,,
SOUTH EAST,Mico Layout,19.12.2014,12:30:00,December,Friday,12:00-15:00,Near Anjaneya temple 26th main,Snatching while on the move (Accused on bike) from back,On Side Road,12.545,"
77.365",19.12.2014,Female,55,2 Wheeler,NO,Black ,NO,NO,NO,detected,,,
SOUTH EAST,Mico Layout,06.02.2015,19:00:00,February,Friday,18:00-21:00,"In the junction of 8th B Main and 1st Cross, Vijaya Bank Layout, Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,12.532392,77.362963,06.02.2015,Female,70,2 Wheeler,NO,Black,NO,NO,NO,Undetected,,,
SOUTH EAST,Mico Layout,26.02.2015,21:40:00,February,Thursday,21:00-00:00,"I/F LF 12/4 4th Main 4th Cross, BTM 2nd stage Mico Layout, Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,12.544933,77.362694,26.02.2015,Female,55,2 Wheeler,NO,Black ,NO,NO,NO,Undetected,-,,
SOUTH EAST,Mico Layout,05.03.2015,19:45:00,March,Thursday,18:00-21:00,"Near Muneshwara Temple Paku Topu Bharati Layout, S G Palya, Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,12.555423,77.362437,05.03.2015,Female,49,2 Wheeler,NO,Black,NO,NO,NO,Undetected,,,
SOUTH EAST,Mico Layout,20.03.2015,20:35:00,March,Friday,18:00-21:00,"Near # 437 24th Main BTM Layout 2nd stage, Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,12.545095,77.364791,20.03.2015,Female,50,2 Wheeler,NO,Black,NO,NO,NO,Undetected,,,
SOUTH EAST,Mico Layout,09.02.2015,20:20:00,February,Monday,18:00-21:00,"Opp ICICI Bank, 13th Main, 12th Cross,, BTM 2nd Stage, Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,12.544641,77.363202,09.02.2015,Male,60,2 Wheeler,NO,Black,NO,NO,NO,detected,,,
SOUTH EAST,Parappana Agrahara,21.07.2014,17:00:00,JULY,Monday,15:00-18:00,NEAR ANUGRAHA HOSPITAL,Snatching while on the move (Accused on bike) from back,Other Places,12.8551523,77.66742574,21.07.2014,Female,23,By Walk,NO,No,NO,NO,NO,Detected,,,
SOUTH EAST,Parappana Agrahara,29.08.2014,15:00:00,August,Friday,15:00-18:00,"NO.123, 2ND CROSS, SAI NILAYA",Snatching while on the move (Accused on bike) from back,In-front of Victims house,12.8741974,77.66959386,29.08.2014,Female,26,2 Wheeler,Bajaj Pulsar,Black,NO,NO,NO,Undetected,,,
SOUTH EAST,Parappana Agrahara,11.09.2014,15:00:00,September,Thursday,15:00-18:00,"Kudlu Road, Near Kudlu Bus Stand",Snatching while on the move (Accused on bike) from front,On a main road,12.8882529,77.64889421,11.09.2014,Male,38,2 Wheeler,Bajaj Pulsar,Black,NO,NO,YEs,Undetected,,,
SOUTH EAST,Parappana Agrahara,05.04.2015,06:30:00,March,Sunday,06:00-09:00,"I/F House NO.187/2 Vastu Enclave, Pragathi Layout, Kudlu, Bengaluru",Attention diversion by indulging in small talk,On Side Road,12.5399312,77.39237024,05.04.2015,Female,46,2 Wheeler,Bajaj Discover,Black & Green,TN-29-AL-2412,NO,NO,detected,,,
SOUTH EAST,Thilaknagar,01.06.2014,19:30:00,June,Sunday,18:00-21:00,"IN FRONT OF BANDE GANAPATHI TEMPLE,  14TH MAIN",Snatching while on the move (Accused on bike) from back,On Side Road,12.555813,77.351415,01.06.2014,Female,45,2 Wheeler,HONDA ACTIVA ,No,NO,NO,NO,detected,,,
SOUTH EAST,Thilaknagar,27.06.2014,12:30:00,JULY,Friday,12:00-15:00,"37TH A CROSS,28TH MAIN",Snatching while on the move (Accused on bike) from front,On Side Road,12.55054,77.353679,27.06.2014,Female,36,2 Wheeler,HONDA ACTIVA ,No,NO,NO,NO,detected,,,
SOUTH EAST,Thilaknagar,12.08.2014,18:90:00,August,Tuesday,18:00-21:00,20TH CROSS,Snatching while on the move (Accused on bike) from back,On Side Road,12.555994,77.351777,12.08.2014,Female,45,2 Wheeler,HONDA ACTIVA ,No,NO,NO,NO,detected,,,
SOUTH EAST,Thilaknagar,10.10.2014,18:00:00,October,Friday,18:00-21:00,1ST CROSS LIC COLONY JAYANAGARA 3RD Black ,Snatching while on the move (Accused on bike) from back,On Side Road,12.555274,77.352751,11.10.2014,Female,62,2 Wheeler,HONDA ACTIVA ,No,NO,NO,NO,Undetected,,,
SOUTH EAST,Thilaknagar,12.11.2014,16:00:00,NOvember,Wednesday,15:00-18:00,EAST END C MAIN,Snatching while on the move (Accused on bike) from front,On a main road,12.55657,77.355282,12.11.2014,Female,32,2 Wheeler,Bajaj Pulsar,No,NO,NO,NO,detected,,,
SOUTH EAST,Thilaknagar,12.11.2014,17:00:00,NOvember,Wednesday,15:00-18:00,32ND CROSS YOGA CLASS OPP,Snatching while on the move (Accused on bike) from front,On Side Road,12.553711,77.354089,12.11.2014,Female,44,2 Wheeler,Bajaj Pulsar,No,NO,NO,NO,Undetected,,,
SOUTH EAST,Thilaknagar,09.03.2015,17:30:00,April,Monday,15:00-18:00,"East end "" B "" Main Road, 9th Black , Jayanagara, Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,12.55872,77.355165,09.03.2015,Female,35,2 Wheeler,HONDA ACTIVA ,No,NO,NO,NO,Undetected,,,
SOUTH EAST,Thilaknagar,04.05.2015,14:40:00,MAY,Monday,06:00-09:00,"I/F Gate, House NO.1261, 32nd G Cross, 28th Main, 4th 'T'
Black  Jayanagara, Bengaluru",Snatching while on the move (Accused on bike) from back,In-front of Victims house,12.553371,77.354513,04.05.2015,Female,38,2 Wheeler,Bajaj Pulsar,No,NO,NO,NO,Undetected,,,
